cofips	deaths	births	low_weight	black	hispanic	others	gini	affluence	disadvantaged	stability	safety
30075	0	15	1	0.107643	0.807320	2.529602	0.43331	0.16049	-1.04214	0.85327	-1.08217
30077	0	66	5	0.334262	1.894150	6.155989	0.40291	-0.48821	-0.03287	-0.44834	-1.11902
30079	0	11	0	0.000000	0.333611	1.417848	0.39580	0.24975	-0.86252	0.73711	-1.21004
30081	2	413	32	0.022179	1.779872	2.417521	0.46211	0.34962	-0.31371	-0.54183	-0.97102
30083	0	80	5	0.062067	2.151650	2.617151	0.42304	-0.12091	-0.34752	0.12899	-0.06007
30085	2	205	17	0.075330	0.734463	57.693032	0.44863	-0.47041	4.74708	-0.05312	-1.10766
30087	2	160	13	0.000000	2.088884	34.328040	0.40811	0.02472	1.19351	-0.10112	-1.11753
30089	0	102	9	0.234673	1.603598	7.186858	0.43874	-0.46269	0.51073	0.24557	-1.12709
30091	0	21	2	0.048721	1.753959	3.702801	0.42750	0.19499	-1.10706	1.11355	-0.53883
30093	3	392	25	0.182049	3.227764	2.953245	0.44314	0.22440	0.28575	-0.42717	-0.88625
30095	2	84	9	0.109823	2.013423	2.489323	0.39839	0.08485	-0.63962	0.03256	-1.25565
30097	1	44	3	0.083126	1.496259	1.773344	0.43949	0.51923	-1.25494	-0.23780	-0.98994
30099	0	70	2	0.108611	1.210240	3.165244	0.40164	0.19492	-0.55232	0.16465	-1.20483
30101	0	47	1	0.151889	0.645529	5.771787	0.42146	-0.39039	-0.42402	-0.15200	-1.07407
30103	0	4	0	0.232288	2.671312	1.974448	0.40144	-0.21905	-0.93369	0.34849	-1.08865
30105	0	89	4	0.091205	1.537459	10.241042	0.42610	-0.01266	-0.19160	0.52188	-0.81577
30107	0	20	0	0.088535	0.664011	2.700310	0.40585	-0.59526	-0.03096	0.52403	-1.20420
30109	0	6	1	0.000000	1.217228	1.498127	0.48993	0.17266	-0.28106	0.68230	-1.16469
30111	8	1740	130	0.345569	3.720082	4.894397	0.44050	0.73148	-0.27807	-0.84056	0.81119
31001	3	423	25	0.536098	4.147539	3.162017	0.40910	0.28435	-0.73031	-1.05983	1.04154
31003	0	73	4	0.067096	0.496511	0.738057	0.41971	-0.30804	-0.80981	0.50379	-1.15724
31005	0	5	0	0.000000	1.576577	1.126126	0.41224	0.14354	-1.04232	-0.20933	-1.24665
31007	0	3	0	0.244200	1.953602	1.343101	0.46945	0.47570	-1.41153	-0.12954	-1.37028
31009	0	4	0	0.000000	0.000000	0.343053	0.38087	-0.41392	-0.73425	0.43779	-1.37028
31011	0	49	4	0.000000	0.942643	0.607126	0.42381	-0.15478	-1.17084	0.27852	-1.02080
31013	0	158	11	0.403027	7.813785	3.857542	0.41366	-0.07885	-0.00785	-0.41849	0.38635
31015	0	17	1	0.000000	0.000000	0.984413	0.42273	-0.21911	-0.87914	1.53142	-1.29706
31017	0	29	3	0.000000	0.794326	0.709220	0.42566	-0.08413	-0.96790	0.26433	-0.71869
31019	5	614	38	0.487470	4.614402	1.434014	0.40335	0.67801	-0.69298	-1.59321	0.80228
31021	0	87	6	0.051341	1.373380	1.604415	0.39803	-0.24653	-0.86487	0.30925	-0.89615
31023	0	111	2	0.022813	1.095015	0.707197	0.37121	-0.25407	-1.12259	0.54206	-1.03106
31025	3	305	24	0.189036	1.890359	1.261609	0.35658	0.52449	-1.11095	0.12534	-0.45634
31027	0	110	5	0.041602	0.499220	0.676027	0.40406	-0.36723	-1.37234	1.04750	-1.25745
31029	0	49	3	0.221239	2.900688	0.442478	0.42062	0.06284	-1.21282	0.30162	-1.14276
31031	0	74	3	0.146389	0.357840	5.692908	0.42143	0.21742	-0.48242	-0.83755	-0.44905
31033	1	131	8	0.000000	4.577823	1.190234	0.40763	-0.05234	-0.80812	-0.34487	-0.44950
31035	0	68	2	0.085239	3.452195	1.008666	0.40187	-0.00651	-0.89739	0.36621	-1.19156
31037	1	193	11	0.000000	26.558759	0.708744	0.38501	-0.77971	-0.88066	0.04254	0.18076
31039	1	123	6	0.029403	5.135744	0.940900	0.40538	-0.35993	-1.28568	0.00000	-1.06610
31041	1	153	10	0.016959	1.475452	0.822522	0.42163	-0.07243	-0.89570	-0.06921	-0.74264
31043	1	390	21	0.385128	22.579371	5.416482	0.38544	-0.44763	0.06153	-0.93557	-0.05561
31045	1	103	5	0.938190	3.377483	3.112583	0.48381	0.60671	-0.32100	-1.49978	-0.72431
31047	3	444	29	0.373487	25.093372	1.641699	0.40335	-0.57386	-0.47064	-0.95047	0.29422
31049	0	21	2	0.095329	2.669209	1.096282	0.38649	0.04802	-1.01508	-0.16669	-0.65271
31051	0	79	5	0.000000	5.679129	1.277804	0.38307	-0.50344	-0.97337	0.44766	-0.62385
31053	4	498	31	0.633296	3.849558	1.103429	0.39317	-0.25204	-0.76641	-0.80548	0.05683
31055	52	8050	646	11.160629	6.684858	3.967989	0.44530	1.71005	-0.29504	-1.58919	1.58672
31057	0	23	1	0.000000	2.006981	1.919721	0.42936	0.13383	-1.03592	0.29176	-1.28844
31059	1	71	4	0.030148	1.145614	1.356648	0.40253	0.13124	-1.19267	0.01943	-0.80928
31061	0	31	1	0.000000	0.643537	0.643537	0.41465	-0.11021	-0.73710	0.89194	-0.31064
31063	0	25	3	0.096805	1.129397	1.419813	0.44129	0.11756	-0.72708	0.12697	-0.92834
31065	0	50	2	0.093914	0.619835	1.314801	0.42727	0.02030	-0.90766	0.24035	-0.88047
31067	1	284	21	0.617579	0.765450	1.326491	0.38817	-0.10028	-0.92532	-0.49368	-0.19590
31069	0	16	0	0.000000	1.788831	1.963351	0.40287	-0.24321	-0.81457	-0.33420	-1.05092
31071	0	13	1	0.000000	1.051525	0.473186	0.41199	-0.32832	-1.16474	0.36203	-1.31256
31073	0	23	1	0.000000	1.773215	0.373308	0.38701	0.26050	-1.39949	0.38616	-0.99866
31075	0	7	1	0.000000	1.472557	0.401606	0.34958	-0.09510	-1.59830	-0.05794	-0.67825
31077	0	34	2	0.294768	0.589536	0.184230	0.38938	-0.11294	-0.88092	0.87544	-0.78455
31079	8	938	64	0.300743	13.946277	2.021145	0.41236	-0.16337	-0.06762	-1.12352	3.87538
31081	0	126	9	0.202063	0.701904	0.255238	0.37446	0.22673	-0.93985	0.26519	-0.30284
31083	0	30	1	0.607501	0.554675	0.607501	0.39859	-0.30101	-1.23871	1.04861	-1.15829
31085	0	13	0	0.000000	2.715356	0.561798	0.41768	-0.11976	-1.03635	0.07306	-1.37028
31087	1	33	1	0.096432	2.667952	0.996464	0.41495	-0.37061	-0.64113	0.68824	-0.83389
31089	0	119	9	0.000000	0.623323	0.528093	0.41766	-0.30670	-0.94744	0.45229	-0.67369
31091	0	7	1	0.000000	0.893997	1.915709	0.39849	-0.50591	-1.70838	0.64630	-1.26512
31093	0	80	5	0.091366	1.020253	0.730927	0.39072	-0.39410	-0.96613	0.31031	-0.60445
31095	0	84	6	0.036001	0.888036	1.236049	0.44801	-0.18061	-0.77730	0.16240	-0.11736
31097	0	42	2	0.044563	3.520499	4.523173	0.40365	-0.06460	-0.90755	0.17968	-0.80541
31099	0	83	6	0.363266	2.920663	0.741064	0.38082	0.32194	-0.73175	-0.29077	-0.51340
31101	1	93	7	0.000000	4.371831	1.746479	0.41504	-0.10922	-0.65040	0.03459	0.21537
31103	0	13	1	0.000000	2.441506	0.000000	0.42084	0.00850	-0.26135	0.89105	-1.09107
31105	0	34	5	0.097823	3.203717	2.690144	0.44755	-0.26288	-1.10833	0.44732	-1.07857
31107	1	101	7	0.042671	0.778750	7.638148	0.41856	-0.35167	-0.47782	0.48032	-1.20370
31109	25	3869	294	2.737214	3.408832	5.118442	0.41768	1.53372	-0.56001	-2.11876	0.48479
31111	3	473	35	0.701663	5.050243	1.163664	0.42119	0.00844	-0.42596	-0.87116	0.64955
31113	0	10	0	0.000000	1.679587	3.488372	0.35096	-0.36283	-1.06235	-0.13385	-1.33482
31115	0	8	0	0.000000	1.544944	0.421348	0.38879	-0.48200	-1.25308	1.11554	-1.37028
31117	0	3	0	0.000000	0.000000	2.251407	0.40491	1.04649	-1.25791	0.16669	-1.31879
31119	4	574	30	0.809061	8.593085	2.055300	0.40074	-0.11076	-0.29114	-1.21725	0.34700
31121	0	99	6	0.085324	1.925890	0.426621	0.38194	-0.31161	-0.94634	0.16599	-0.31862
31123	1	64	5	0.128676	10.588235	1.452206	0.40500	-0.39110	-0.48754	-0.16750	-0.78234
31125	1	40	4	0.000000	1.213472	0.891530	0.47027	-0.33033	-0.77223	0.21666	-0.89336
31127	0	70	3	0.263992	0.475185	1.253960	0.40680	0.49264	-0.20539	-0.48044	-0.40996
31129	1	57	5	0.059324	0.593237	0.790983	0.39834	-0.42313	-1.09710	0.64508	-0.91329
31131	2	199	13	0.246817	2.156404	1.773188	0.39173	0.16773	-0.89367	-0.34247	-0.50299
31133	0	22	2	0.000000	0.194363	0.680272	0.44497	-0.06461	-0.91391	0.78901	-1.19246
31135	0	34	0	0.093750	2.250000	0.656250	0.43522	0.48672	-0.99433	0.18164	-0.80333
31137	0	112	5	0.174413	2.482815	1.415820	0.42953	0.36832	-1.07482	-0.07253	-0.70417
31139	1	92	3	0.101820	0.890925	1.374570	0.42539	-0.32024	-1.00023	0.46554	-0.88965
31141	3	420	28	0.325311	6.348304	1.067526	0.39697	0.11608	-1.00614	-0.28036	-0.29311
31143	0	64	5	0.035467	0.709346	0.443341	0.38542	-0.11596	-1.39243	0.44117	-0.91117
31145	0	143	9	0.209644	2.262404	0.908456	0.39883	-0.31441	-0.85902	-0.30038	1.20616
31147	0	95	7	0.146889	0.440667	3.819117	0.41706	-0.34642	-0.57873	-0.03240	-0.42542
31149	0	17	0	0.000000	0.626424	1.993166	0.43481	-0.30493	-0.13160	0.34919	-0.67807
31151	1	188	12	0.353970	6.349780	2.499458	0.39613	-0.25212	-0.79539	-0.57310	-0.42029
31153	11	2329	154	4.232636	4.263632	4.219585	0.35071	1.67376	-1.00930	-1.57455	-0.02388
31155	1	251	18	0.065557	0.932930	1.376702	0.37424	0.18322	-1.24726	0.33740	-0.93874
31157	4	557	45	0.330167	17.222809	2.654867	0.44110	0.10603	0.39828	-0.88578	-0.02582
31159	1	183	11	0.236421	1.103298	1.188167	0.39529	0.59589	-1.31295	-0.69520	-0.65348
31161	0	71	5	0.080671	1.661826	10.212972	0.40268	-0.07640	-0.58388	-0.20257	1.38850
31163	0	35	2	0.060277	0.934298	1.084991	0.38356	-0.65594	-1.04170	1.11030	-1.21311
31165	0	6	1	0.000000	1.830508	1.559322	0.43421	0.81553	-0.81917	-0.43396	-1.37028
31167	0	87	2	0.061967	1.626646	1.657630	0.35973	-0.35951	-1.16495	0.62742	-0.68617
31169	1	50	3	0.016515	0.941371	0.693642	0.42459	-0.00251	-1.00995	0.55238	-0.95365
31171	0	3	1	0.000000	2.057613	0.823045	0.40212	-0.05981	-1.35194	0.63801	-1.07955
31173	2	159	7	0.488077	2.147539	51.610654	0.40581	-0.96465	3.03592	-1.05859	-1.24006
31175	0	42	3	0.000000	1.119002	0.946847	0.41439	-0.32928	-0.62644	0.30189	-0.81144
31177	1	237	14	0.340788	1.320554	1.075612	0.37579	1.04133	-1.03324	-0.23901	-0.46582
31179	1	108	5	0.406050	1.756167	1.451629	0.39687	0.19220	-0.90355	-1.51703	-0.93980
31181	0	33	1	0.049249	0.492490	1.920709	0.45547	-0.17859	-0.64730	0.38896	-0.50088
31183	0	10	0	0.225734	0.790068	0.790068	0.45656	0.00772	-0.24924	0.97483	-1.21539
31185	1	178	14	0.589122	1.767365	1.205645	0.38801	-0.01114	-0.97426	-0.65523	-0.00400
32001	1	462	22	0.967392	8.560587	10.574598	0.40914	0.17090	-0.33016	-1.07246	0.73846
32003	167	24374	2139	8.732015	21.939067	9.192050	0.43159	0.50685	-0.13645	-2.85580	0.89595
32005	1	400	31	0.351438	7.346276	4.256041	0.44122	1.54102	-0.63497	-0.83363	0.09363
32007	4	608	44	0.556402	19.688238	7.173611	0.35567	0.05163	-0.58962	-0.46286	1.36213
32009	0	5	0	0.000000	8.959835	9.680742	0.41697	-0.46625	-0.44373	0.28091	-0.40422
32011	0	22	0	0.242277	7.874016	6.602059	0.41599	0.23426	-0.82573	1.51785	-0.56287
32013	1	203	15	0.658140	19.030175	6.171613	0.38093	0.23465	-0.32259	0.04017	-0.11564
32015	1	67	5	0.000000	18.743528	6.196065	0.34013	-0.31068	-0.23633	1.40999	-0.87835
32017	0	39	3	1.848739	4.969988	3.073229	0.43991	-0.28343	0.26791	0.24431	-0.87128
32019	4	460	41	0.339121	11.054752	5.246225	0.39755	-0.24482	-0.34182	-0.15287	-0.10516
32021	0	39	3	4.298955	8.459870	16.860580	0.40321	-0.54805	1.05859	0.07076	0.45249
32023	1	328	26	0.784978	8.268432	5.793443	0.40488	-0.43088	-0.24310	0.21390	-0.28192
32027	0	54	5	4.975347	19.363514	5.976393	0.40277	-0.61597	-0.08474	0.00920	-0.60406
32029	0	15	1	0.000000	4.883789	5.266255	0.35403	0.77062	-0.79467	0.11834	-0.15101
32031	27	5197	474	1.823934	16.585073	8.637175	0.45172	1.21768	-0.48652	-2.32736	1.68546
32033	0	77	5	4.563773	10.663326	5.337109	0.41498	-0.22064	0.03425	-0.12680	-0.02182
32510	2	736	53	1.536497	14.219265	5.848600	0.41050	0.66982	-0.25156	-1.57708	0.63271
33001	2	568	36	0.245007	0.649800	2.442965	0.42575	0.95043	-0.80018	-0.41749	-0.66983
33003	4	382	24	0.059543	0.485504	1.518344	0.42942	0.93008	-0.65639	-0.03476	-0.56865
33005	5	725	43	0.251947	0.628513	1.701321	0.40976	1.00939	-0.35384	-0.56581	-0.57727
33007	1	283	25	0.084564	0.519465	1.510072	0.40622	-0.50687	0.07167	-0.05119	-0.60163
33009	5	789	51	0.559069	1.167072	3.328725	0.43894	1.55759	-0.52520	-0.87265	-0.44076
33011	23	4887	327	1.145622	3.083702	3.473103	0.40733	2.08577	-0.71189	-1.38350	-0.66095
33013	8	1553	97	0.643788	0.790604	2.125895	0.40594	1.67851	-0.60163	-0.77159	-0.60513
33015	15	3232	231	0.533965	1.262984	2.210853	0.39307	2.38175	-1.23718	-0.29588	-0.73468
33017	9	1372	92	0.570242	1.108408	2.758547	0.38882	1.17577	-0.28520	-1.32774	-0.59504
33019	0	489	35	0.239755	0.430076	1.564585	0.42432	0.51695	-0.44453	-0.25737	-0.62446
34001	28	3611	296	16.738335	12.120276	7.396893	0.42425	0.57879	0.12160	-1.02139	0.37618
34003	36	10197	777	4.902739	10.345452	12.629762	0.45751	3.49335	-1.18801	-0.72715	-0.51495
34005	28	5393	427	14.560905	4.135864	4.950472	0.39139	2.29706	-0.98807	-0.16894	-0.57174
34007	67	7099	638	17.069471	9.590476	5.507416	0.43387	1.47547	0.19604	-0.50432	0.08215
34009	6	992	66	4.843344	3.136055	1.773743	0.46348	1.21006	-0.21599	-0.25617	0.12109
34011	24	2180	200	19.248419	18.924050	3.348858	0.43372	-0.17293	1.24805	-0.57658	0.25730
34013	93	12506	1257	40.088681	15.469367	6.801632	0.52487	1.82358	1.49304	-2.48923	-0.42206
34015	20	3209	295	8.622037	2.447845	3.232380	0.38277	1.46954	-0.69562	0.38611	0.03492
34017	57	8848	712	12.005912	39.777331	12.944866	0.47864	1.02874	0.91850	-3.75511	-0.47548
34019	4	1454	76	1.869841	2.651059	3.036339	0.40991	4.30851	-1.60890	0.32858	-0.99083
34021	33	4583	429	19.194836	9.733123	6.903276	0.45978	2.83708	-0.08951	-1.07564	-0.23774
34023	49	10819	839	8.464972	13.612526	16.098656	0.40100	2.66321	-0.77781	-1.06702	-0.58932
34025	29	7941	597	7.731826	6.188191	5.515187	0.44904	3.16486	-0.90198	-0.29392	-0.47380
34027	21	6206	445	2.450809	7.708438	7.866877	0.42481	4.30963	-1.41449	-0.23752	-0.78063
34029	29	7085	495	2.716689	4.966961	2.451284	0.41941	1.13834	-0.88417	0.27265	-0.74955
34031	43	8321	664	12.343548	29.992700	6.193858	0.44065	1.13086	0.39388	-1.71962	-0.33062
34033	5	792	63	14.563273	3.668041	2.252469	0.39711	0.62799	-0.06075	0.10098	-0.38861
34035	12	4402	325	7.206965	8.695418	10.053447	0.43201	4.53442	-1.37615	-0.51365	-0.72638
34037	5	1708	104	0.892721	3.489033	2.179432	0.37579	2.39403	-1.24253	0.43073	-0.78408
34039	41	7604	648	19.975466	19.682857	6.127175	0.46379	2.18000	-0.30556	-1.23141	-0.48029
34041	4	1315	94	1.849918	3.532903	2.302879	0.40359	1.90707	-0.98626	-0.49535	-0.51225
35001	53	8448	788	2.432106	41.950104	7.301348	0.44862	1.45102	0.23798	-1.62136	0.19434
35003	0	25	2	0.141123	18.854078	4.826418	0.44515	-0.39560	0.81986	0.93966	-1.22175
35005	6	928	74	1.889805	44.012903	2.210746	0.47657	-0.38072	1.42184	-0.45942	1.02979
35006	2	393	41	0.750147	32.979097	41.586247	0.42612	-0.91255	1.90837	1.18859	-0.34558
35007	0	150	17	0.458101	47.515681	1.874692	0.42938	-0.10124	0.24145	-0.20323	-0.30890
35009	5	807	75	6.016340	30.376965	4.886333	0.46635	-0.45069	1.04843	-1.97242	0.85787
35011	0	20	1	0.000000	34.598214	0.892857	0.43994	-0.36190	-0.22326	1.08964	0.43839
35013	17	3147	233	1.102002	63.433554	2.972831	0.46576	0.01542	1.71942	-0.39985	-0.00672
35015	4	761	51	1.496380	38.967827	2.127454	0.45979	-0.46580	0.56800	0.10134	0.97020
35017	4	356	42	0.341913	48.877492	2.183730	0.43191	-0.23906	1.22492	0.48231	-0.10630
35019	1	49	4	0.662393	81.025641	1.965812	0.42938	-1.28994	1.24086	0.46406	0.41984
35021	0	2	0	0.000000	45.679012	3.456790	0.45466	0.16595	-0.23765	0.95150	-0.54201
35023	1	57	7	0.151719	56.254214	0.927175	0.47503	-1.20946	2.04367	0.46945	-0.45533
35025	5	907	86	4.220785	39.583146	2.053647	0.45883	-0.75744	1.32883	-0.18255	1.13182
35027	1	220	18	0.293648	25.645253	3.142548	0.45166	0.43278	-0.24074	-0.07777	0.07980
35028	0	176	14	0.234422	11.764706	5.827836	0.33635	5.75375	-1.66904	0.02673	-0.77809
35029	3	385	33	0.411736	57.874960	1.770867	0.46462	-1.39418	3.12742	0.70157	-0.51161
35031	14	1358	114	0.407765	12.437498	75.115645	0.48326	-1.03179	4.07483	0.87385	-0.25673
35033	0	42	7	0.154440	81.776062	0.617761	0.46508	-0.75818	2.29587	1.68090	-0.73941
35035	7	876	68	3.330765	32.071656	9.391955	0.41301	-0.50898	0.87940	-0.68121	0.32725
35037	2	106	8	0.630231	38.020679	2.471689	0.49596	-0.46427	0.42863	0.28946	0.02731
35039	2	675	70	0.184511	72.978878	13.124545	0.45340	-0.40379	0.87896	2.03892	0.09366
35041	1	298	19	1.759352	33.616384	1.825952	0.50384	0.00827	0.84113	-1.34536	0.43688
35043	9	1288	101	1.326912	29.392268	19.009432	0.40374	0.96560	0.13285	0.33727	-0.63286
35045	13	1980	156	0.390155	14.924298	38.475936	0.43830	-0.53317	1.15612	0.60497	0.13143
35047	3	358	45	0.690434	77.902808	2.403240	0.45669	-0.18029	1.97568	0.74100	-0.06647
35049	7	1572	144	0.609473	49.083470	4.858769	0.45638	2.15583	-0.24473	-0.69831	-0.62601
35051	1	108	10	0.293896	26.201959	2.923888	0.46113	-0.65425	0.48521	0.43515	0.16655
35053	1	214	23	0.414869	48.578383	13.297931	0.49084	-0.05202	2.51245	0.48101	0.54147
35055	2	380	34	0.300210	58.000600	7.515261	0.49022	0.26013	0.90540	0.65376	-0.24800
35057	3	171	13	1.348235	37.147419	4.092011	0.44521	-0.47879	0.78850	1.62191	-0.55573
35059	0	43	4	0.000000	34.810733	2.252036	0.41194	-0.38783	-0.19860	0.01333	-1.08130
35061	4	956	67	0.975027	54.968860	4.477567	0.40897	-0.43518	0.59787	1.17004	-0.04427
36001	24	3239	254	10.390236	3.147353	4.673671	0.44310	2.13750	0.08303	-1.69622	1.40448
36003	4	523	34	0.604883	0.787149	2.151141	0.43141	-0.16595	0.51503	0.20258	0.10259
36005	163	24430	2212	31.169549	48.416463	5.833114	0.50689	-0.50391	4.99953	-4.08174	0.32397
36007	13	2075	151	3.244804	2.029062	4.250110	0.45102	0.77704	-0.04779	-0.88237	0.80256
36009	8	1005	67	0.994580	0.918349	4.010482	0.40952	-0.31844	0.19729	0.32438	0.00042
36011	8	824	66	3.591865	2.124129	2.047265	0.41175	0.04837	-0.33003	0.12172	0.20944
36013	10	1483	97	1.953488	4.176029	1.867621	0.42534	-0.10566	0.19936	-0.45423	0.24836
36015	7	1051	83	5.515537	1.736027	2.842868	0.42697	0.37405	0.39795	-0.58787	0.74038
36017	5	554	37	0.692594	1.093364	1.369623	0.41018	-0.17022	-0.14586	0.61489	0.44787
36019	6	750	62	3.422034	2.195409	2.089018	0.42577	0.22971	-0.02196	-0.38872	0.90451
36021	6	627	44	4.303103	2.307668	2.152344	0.44479	1.02779	-0.64513	-0.18018	-0.14855
36023	4	542	46	0.668738	1.201671	1.858063	0.43689	0.15740	0.45906	-1.12316	0.78720
36025	3	417	30	1.061284	1.483717	2.157944	0.43623	0.05702	-0.29693	0.52935	0.06167
36027	17	3220	216	8.819561	6.288417	4.585401	0.41580	2.01450	-0.57151	-0.68343	0.15083
36029	85	10564	846	12.728134	3.236992	3.165222	0.44800	1.08423	0.44638	-0.80187	-0.07078
36031	2	348	20	2.630563	2.203289	1.796608	0.42807	0.14368	-0.16173	-0.04940	0.06521
36033	3	444	38	5.683107	4.016897	6.833027	0.41818	-0.35304	0.66326	-0.53011	0.67463
36035	3	582	41	1.750404	1.626932	1.490749	0.40692	-0.27926	0.07752	-0.02142	0.33376
36037	3	644	42	1.868478	1.199271	2.439954	0.38375	0.17085	-0.74640	0.06376	0.66398
36039	3	426	39	5.270256	4.295051	1.796867	0.43833	0.28729	-0.18976	0.11775	0.37143
36041	0	47	3	0.167317	0.687860	1.301357	0.43645	0.22522	-0.20550	0.97991	-0.41731
36043	6	681	46	0.445465	0.779176	1.320875	0.41101	-0.22111	0.02338	0.15441	0.12436
36045	9	1619	110	5.476203	4.008484	3.267465	0.41585	-0.12624	0.48596	-1.44977	0.64464
36047	254	40730	3421	34.257863	19.801154	11.274047	0.50919	0.42894	2.66283	-3.42952	0.34170
36049	2	300	22	0.371140	0.493616	0.987233	0.39598	-0.61881	-0.00151	0.92307	-0.04313
36051	2	630	37	2.608506	2.159246	2.227646	0.39100	0.50410	-0.18389	-0.08181	0.20153
36053	4	716	49	1.154937	1.216860	2.167307	0.42696	0.67486	-0.31428	0.09385	-0.07871
36055	55	8832	678	13.156309	5.241908	4.573240	0.44343	1.91924	0.44924	-1.19179	0.41426
36057	4	590	46	0.788605	6.916392	1.510823	0.42196	-0.18045	-0.14581	-0.34200	0.73172
36059	64	15841	1172	9.666448	9.969023	6.453290	0.44224	3.31871	-1.21221	0.59695	-0.08725
36061	96	20579	1755	15.182394	27.192711	11.862191	0.58557	4.27750	0.94728	-4.27461	0.50173
36063	14	2378	180	6.031950	1.309553	2.854271	0.42249	0.39205	0.07674	-0.21099	0.14809
36065	20	2542	226	5.503060	3.148610	2.929897	0.44360	0.39488	0.18812	-0.46212	0.69176
36067	43	5665	463	8.934712	2.340205	5.021862	0.44982	1.49399	0.09674	-1.18854	0.62361
36069	5	1115	68	1.721145	2.180117	1.975575	0.41138	1.21157	-0.62592	-0.14525	0.88531
36071	32	5113	376	7.247332	11.670724	3.452003	0.40703	1.36950	-0.22728	-0.89130	0.69614
36073	2	470	29	6.757828	3.955084	1.772656	0.38434	-0.32909	0.17170	0.06435	-0.32731
36075	12	1392	109	0.489471	1.144823	1.918661	0.41111	-0.17882	0.40698	0.11675	-0.10964
36077	3	529	40	1.655425	1.793242	1.559764	0.43506	0.43806	0.56259	-0.06582	0.28699
36079	8	1209	74	1.231396	6.238446	2.944279	0.38203	3.18749	-1.34706	0.40271	-0.63525
36081	168	30700	2537	18.834931	24.961480	23.325913	0.43986	0.86539	0.49363	-2.43616	0.33752
36083	14	1711	135	4.606065	1.836919	3.086444	0.41749	1.18712	-0.19852	-0.75188	0.11386
36085	30	5764	474	8.951204	12.091642	7.607138	0.42628	1.75466	-0.12026	-0.92934	0.35310
36087	22	4556	328	10.414538	10.132414	7.862516	0.42532	3.28127	-0.84492	-0.28141	-0.27384
36089	10	1212	93	2.246920	1.718023	2.307672	0.43156	-0.16797	0.57688	-0.27202	0.02596
36091	12	2359	156	1.250031	1.495253	2.376953	0.40202	2.01551	-1.06148	-0.31925	0.02208
36093	13	1790	151	6.185391	3.152400	4.335574	0.43199	1.42149	-0.19593	-0.94173	0.37143
36095	2	300	19	1.456526	1.728833	1.580014	0.41644	0.15624	-0.20079	0.36720	0.22544
36097	1	194	10	1.274449	1.003953	1.992301	0.39820	-0.05871	-0.00258	0.68086	0.09171
36099	3	356	27	2.228421	1.919501	2.291404	0.39705	0.24501	-0.22107	0.16326	0.53397
36101	6	1125	84	1.053421	0.636104	2.051131	0.43149	0.33274	0.12318	0.20479	0.28483
36103	97	19535	1409	6.506483	10.527354	4.218494	0.40508	2.30789	-1.02984	0.26958	0.17949
36105	7	881	68	7.794122	9.519239	2.795879	0.44865	0.36528	0.52586	-0.49499	0.82214
36107	4	592	44	0.550363	0.930789	1.936892	0.39446	0.59426	-0.43355	0.71379	-0.14177
36109	4	876	64	3.201003	3.041419	9.788500	0.47226	2.60820	-0.11194	-2.62522	0.21814
36111	14	1845	136	5.171900	6.101863	3.089750	0.42413	1.20403	-0.18235	-0.48884	0.64824
36113	2	649	46	0.462853	0.804069	1.829297	0.42640	0.80121	-0.35822	-0.40089	0.77669
36115	4	616	55	2.804626	1.893778	1.439992	0.41424	-0.15253	-0.36802	0.05427	-0.23573
36117	8	1095	76	2.841145	2.365488	1.976217	0.38204	0.50424	-0.39807	0.38536	0.49651
36119	58	12669	982	13.353273	15.653104	6.938153	0.51280	3.83049	-0.50038	-1.30493	-0.22267
36121	2	421	24	5.437085	2.920044	1.040899	0.37884	-0.35404	-0.50348	0.50569	-0.02196
36123	4	276	16	0.410219	1.068194	1.742415	0.41239	-0.04923	-0.04112	0.22954	-0.03038
37001	17	1918	179	18.607034	6.696483	2.311927	0.42436	0.39064	-0.37123	-0.53364	2.33274
37003	5	421	38	4.710889	2.127786	1.970062	0.40395	-0.58026	-0.80504	1.29808	0.47126
37005	1	92	11	1.133277	4.252131	2.069870	0.48565	-0.38493	-0.50348	0.69917	0.32781
37007	5	344	33	48.993076	0.530168	1.131553	0.47056	-1.03544	0.77676	0.99825	1.81825
37009	3	250	23	0.963747	1.984908	0.783301	0.46174	-0.68152	-0.59012	1.01850	-0.03920
37011	1	171	12	3.425176	2.458205	1.590260	0.44919	-0.58548	-0.06394	0.59700	0.53059
37013	4	641	55	29.300681	2.720317	0.927532	0.46573	-0.07776	0.52146	0.70024	2.56375
37015	3	269	31	62.423507	0.788955	0.799069	0.50025	-1.02784	1.34781	1.19616	1.06265
37017	6	488	50	37.880290	3.649545	2.500155	0.46864	-0.76221	0.91021	1.47789	2.15378
37019	7	905	92	14.388253	2.758979	1.810153	0.44748	0.00671	-0.37890	0.95121	0.55483
37021	20	2498	222	7.225803	2.650608	2.457229	0.44683	0.80063	-0.34199	-0.48107	0.81771
37023	8	1039	84	6.569974	3.421277	4.988334	0.42201	-0.47164	-0.51544	0.43353	0.98325
37025	18	2191	204	12.047641	5.053295	1.883064	0.39782	0.74999	-0.84427	-0.39961	2.61314
37027	9	918	85	5.768908	2.236001	1.003681	0.40679	-0.62835	-0.45479	0.35432	1.13202
37029	0	80	9	15.148874	1.568627	2.454611	0.38970	0.29187	-0.66715	0.44783	-0.16796
